id_dokumenta,prejeto,,placnik,prejemnik,referenca_dobro,znesek,datum_placila,zastopnik_dolznika,upnik_trr,upnik_banka,dolznik_trr,dolznik_banka
10593999,2017-07-11,11:55:04,OBČINA IZOLA,SCUOLA DELL' INFANZIA LA COCCINELLA PIRANO - VRTEC LA COCCINELLA PIRAN,SI0072-5,2889.52,2017-08-25,Kolenc Igor,SI56012906030640288,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10594014,2017-07-11,11:55:15,OBČINA IZOLA,SCUOLA DELL' INFANZIA LA COCCINELLA PIRANO - VRTEC LA COCCINELLA PIRAN,SI0073-5,335.02,2017-08-25,Kolenc Igor,SI56012906030640288,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10595155,2017-07-11,13:00:09,OBČINA IZOLA,Banka Intesa Sanpaolo d.d.,SI99,0.45,,Kolenc Igor,SI56101111020304044,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10595426,2017-07-11,13:00:40,OBČINA IZOLA,SUMMIT LEASING SLOVENIJA d.o.o.,SI129999004627931,610.43,2017-07-14,Kolenc Igor,SI56029220254430704,LJBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10595908,2017-07-11,13:08:18,OBČINA IZOLA,PROSTOVOLJNO GASILSKO DRUŠTVO KORTE,SI0013-2017,1121.90,2017-08-11,Kolenc Igor,SI56101000029032483,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10596434,2017-07-11,13:50:10,OBČINA IZOLA,"Vantage Leasing, družba za financiranje, consulting in trgovino, d.o.o. - v likvidaciji",SI129271400525065,227.54,2017-07-21,Kolenc Igor,SI56300000080057434,SABRSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10597101,2017-07-11,14:37:32,OBČINA IZOLA,SKAT - Trgovina d.o.o.,SI008822-1001267,1198.46,2017-08-17,Kolenc Igor,SI56101000000034915,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10597247,2017-07-11,14:42:51,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17001942,4423.12,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10597364,2017-07-11,14:48:12,OBČINA IZOLA,EPIK konzultiranje d.o.o.,,3050.00,,Kolenc Igor,SI56101000039821793,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10598990,2017-07-11,17:05:21,OBČINA IZOLA,"INPORES, razvojne in informacijske rešitve za javno upravo d.o.o.",SI002017-17227-100,102.48,2017-08-17,Kolenc Igor,SI56051008012083379,ABANSI2XXXX,SI56012400100006381,UJPLSI2DICL
10599442,2017-07-11,17:24:27,OBČINA IZOLA,"TRIUM U.P.S. podjetje za upravljanje nepremičnin, prodajo in storitve Peroša Jernej s.p.",SI120008701480170,9.00,2017-08-25,Kolenc Igor,SI56610000015876531,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10599542,2017-07-11,17:55:29,OBČINA IZOLA,UNI&FORMA proizvodnja in trgovina d.o.o.,SI0002-3288-0006276,512.40,2017-08-25,Kolenc Igor,SI56031041012535568,SKBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10603563,2017-07-12,08:58:32,OBČINA IZOLA,"HABIT Upravljanje z nepremičninami, d.o.o.",SI121665217075034,273.00,2017-08-25,Kolenc Igor,SI56610000013217276,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10603566,2017-07-12,08:58:33,OBČINA IZOLA,"HABIT Upravljanje z nepremičninami, d.o.o.",SI121665417075038,162.92,2017-08-25,Kolenc Igor,SI56610000013217276,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10603573,2017-07-12,08:58:34,OBČINA IZOLA,"HABIT Upravljanje z nepremičninami, d.o.o.",SI121664817075034,136.50,2017-08-25,Kolenc Igor,SI56610000013217276,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10603652,2017-07-12,09:03:45,OBČINA IZOLA,"HABIT Upravljanje z nepremičninami, d.o.o.",SI129990000201290,1028.38,2017-08-25,Kolenc Igor,SI56610000013217276,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10603664,2017-07-12,09:03:47,OBČINA IZOLA,"HABIT Upravljanje z nepremičninami, d.o.o.",SI129990000201281,735.34,2017-08-25,Kolenc Igor,SI56610000013217276,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10604330,2017-07-12,09:49:52,OBČINA IZOLA,CENTER ZA SOCIALNO DELO SEŽANA,SI00102-0000562,303.17,2017-08-22,Kolenc Igor,SI56011006030305733,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10604763,2017-07-12,10:20:03,OBČINA IZOLA,GOSPODARSKI RIBOLOV ROBERT RADOLOVIČ S.P.,SI0048-16510801,1320.00,2017-08-31,Kolenc Igor,SI56101000035151922,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10606067,2017-07-12,11:54:51,OBČINA IZOLA,SCUOLA ELEMENTARE DANTE ALIGHIERI ISOLA - OSNOVNA ŠOLA DANTE ALIGHIERI IZOLA,SI0000-32-0100006,5644.60,2017-08-04,Kolenc Igor,SI56012406030653602,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10606124,2017-07-12,11:59:32,OBČINA IZOLA,ŠKOFIJSKA KARITAS KOPER,SI0042-9740,1583.33,2017-08-22,Kolenc Igor,SI56047500003155558,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10606363,2017-07-12,12:27:42,OBČINA IZOLA,GLASBENA ŠOLA KOPER SCUOLA DI MUSICA CAPODISTRIA,SI99,1148.87,,Kolenc Igor,SI56012506030710633,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608550,2017-07-12,14:05:41,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702449131,14.11,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608577,2017-07-12,14:05:46,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702411991,29.26,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608588,2017-07-12,14:05:48,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17001855,462.06,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608594,2017-07-12,14:05:49,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702425771,13.48,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608607,2017-07-12,14:05:51,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702426816,13.50,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608613,2017-07-12,14:05:52,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702414907,13.48,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608615,2017-07-12,14:05:52,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702419771,4.43,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608620,2017-07-12,14:05:53,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702452671,21.43,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608622,2017-07-12,14:05:53,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702417817,201.12,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608627,2017-07-12,14:05:54,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702441785,80.86,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608639,2017-07-12,14:05:56,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702458211,13.18,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608647,2017-07-12,14:05:57,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702422934,61.74,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608648,2017-07-12,14:05:57,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702403859,13.48,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608667,2017-07-12,14:06:00,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702413129,13.97,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608706,2017-07-12,14:11:11,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702420311,99.86,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608707,2017-07-12,14:11:12,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702463002,6.72,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608709,2017-07-12,14:11:12,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702421091,13.48,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608713,2017-07-12,14:11:13,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702442552,13.82,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608717,2017-07-12,14:11:13,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702411525,13.50,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608720,2017-07-12,14:11:14,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17001951,9091.45,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608751,2017-07-12,14:11:19,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702400817,23.54,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608752,2017-07-12,14:11:19,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702424473,13.50,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608789,2017-07-12,14:11:26,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702446698,28.35,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608801,2017-07-12,14:11:28,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702463878,56.92,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10608805,2017-07-12,14:11:28,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI125001702463258,14.11,2017-08-18,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10610107,2017-07-12,15:05:51,OBČINA IZOLA,"BUTAN PLIN družba za distribucijo plina, d.d., Ljubljana",SI127075815012847,17.73,2017-08-11,Kolenc Igor,SI56290000003126652,BACXSI22XXX,SI56012400100006381,BSLJSI2XXXX
10610730,2017-07-12,16:18:46,OBČINA IZOLA,NANA POVŠIČ RUŽIĆ - NOTARKA,,132.98,,Kolenc Igor,SI56101000043420881,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10610832,2017-07-12,16:40:26,OBČINA IZOLA,"CENTER ZA USPOSABLJANJE, DELO IN VARSTVO DOLFKE BOŠTJANČIČ, Draga",SI00020117002601,2553.82,2017-08-22,Kolenc Igor,SI56011006030300398,UJPLSI2DICL,SI56012400100006381,UJPLSI2DICL
10611611,2017-07-12,17:13:17,OBČINA IZOLA,Banka Intesa Sanpaolo d.d.,SI99,2.48,,Kolenc Igor,SI56101111020304044,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10613834,2017-07-12,20:53:09,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI01921366243066-7,3866.59,2017-08-11,Kolenc Igor,SI56047500000510950,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10614073,2017-07-12,20:54:07,OBČINA IZOLA,STAVBNO KLJUČAVNIČARSTVO MATE ANIČ S.P.,SI0010-2017,1403.00,2017-08-31,Kolenc Igor,SI56051008010644093,ABANSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10615325,2017-07-13,08:27:29,OBČINA IZOLA,SLAVEC FRANKO - IZVRŠITELJ,,85.60,,Kolenc Igor,SI56101000035365031,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10615765,2017-07-13,09:19:12,OBČINA IZOLA,"CENTER ZA KULTURO, ŠPORT IN PRIREDITVE IZOLA CENTRO PER LA CULTURA, LO SPORT E LE MANIFESTAZIONI ISOLA",SI0000119-2017,1212.92,2017-08-23,Kolenc Igor,SI56012406030722569,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10616853,2017-07-13,10:16:52,OBČINA IZOLA,SIUS storitve in svetovanje d.o.o.,,505.08,,Kolenc Igor,SI56101000039764078,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10617440,2017-07-13,11:03:40,OBČINA IZOLA,PROSTOVOLJNO GASILSKO DRUŠTVO IZOLA - Associazione dei vigili del fuoco di Isola,SI0022-2017,2317.21,2017-08-11,Kolenc Igor,SI56101000029205434,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10617497,2017-07-13,11:08:52,OBČINA IZOLA,PROSTOVOLJNO GASILSKO DRUŠTVO IZOLA - Associazione dei vigili del fuoco di Isola,SI0023-2017,824.13,2017-08-11,Kolenc Igor,SI56101000029205434,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10618173,2017-07-13,12:01:08,OBČINA IZOLA,JAVNO PODJETJE - AZIENDA PUBLICA RIŽANSKI VODOVOD KOPER d.o.o. - s.r.l.,SI121217201706140,13576.65,,Kolenc Igor,SI56101000000055382,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10618284,2017-07-13,12:11:32,OBČINA IZOLA,"2D - ambienti, podjetje za notranjo opremo d.o.o.",SI0017127,2935.83,2017-08-25,Kolenc Igor,SI56047510002174063,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10618297,2017-07-13,12:11:34,OBČINA IZOLA,POŠTA SLOVENIJE d.o.o.,SI121602172199403,40.86,2017-08-08,Kolenc Igor,SI56045150001110867,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10618299,2017-07-13,12:11:35,OBČINA IZOLA,POŠTA SLOVENIJE d.o.o.,SI121602172199411,27.72,2017-08-08,Kolenc Igor,SI56045150001110867,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10620279,2017-07-13,13:51:35,OBČINA IZOLA,"CENTER ZA KULTURO, ŠPORT IN PRIREDITVE IZOLA CENTRO PER LA CULTURA, LO SPORT E LE MANIFESTAZIONI ISOLA",SI0000120-2017,3669.00,2017-08-22,Kolenc Igor,SI56012406030722569,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10620910,2017-07-13,14:48:01,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017485,711.99,,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10620911,2017-07-13,14:48:02,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017507,714.61,,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10620956,2017-07-13,14:52:52,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017523,752.52,2017-09-01,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10620957,2017-07-13,14:52:53,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017540,755.14,,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10621049,2017-07-13,14:58:07,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017566,709.91,2017-09-01,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10621050,2017-07-13,14:58:08,OBČINA IZOLA,DOM UPOKOJENCEV IZOLA - Casa del pensionato Isola,SI128804017017582,712.53,,Kolenc Igor,SI56011006030265575,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10622926,2017-07-13,17:04:10,OBČINA IZOLA,"UNISTAR LC, zastopstvo, izdelava in vzdrževanje računalniške opreme in računalniških aplikacij d.o.o. Ljubljana",SI0033-17000020,27.03,2017-08-25,Kolenc Igor,SI56330000004645418,HAABSI22XXX,SI56012400100006381,BSLJSI2XXXX
10623831,2017-07-13,20:47:26,OBČINA IZOLA,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI122112225493117,33.54,2017-08-31,Kolenc Igor,SI56047500000510950,KBMASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10623848,2017-07-13,20:47:34,OBČINA IZOLA,AUTOMATIC SERVIS storitev oskrbe s prodajnimi avtomati d.o.o.,SI001709653-10246,100.00,2017-08-25,Kolenc Igor,SI56022360253104184,LJBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625281,2017-07-14,07:06:25,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002068,677.74,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625291,2017-07-14,07:06:28,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002085,15938.87,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625297,2017-07-14,07:06:30,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002087,3785.10,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625298,2017-07-14,07:06:31,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002069,830.83,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625301,2017-07-14,07:11:34,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002072,324.63,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625305,2017-07-14,07:11:35,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002086,451.40,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625310,2017-07-14,07:11:36,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002095,999.79,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625311,2017-07-14,07:11:36,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002083,108.63,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625315,2017-07-14,07:11:38,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002094,322.08,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10625743,2017-07-14,08:08:25,OBČINA IZOLA,"JAVNO PODJETJE KOMUNALA Izola, d.o.o. Azienda pubblica KOMUNALA Isola, S.r.l.",SI001237-17002121,2476.94,,Kolenc Igor,SI56101000029080595,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10627244,2017-07-14,09:50:33,OBČINA IZOLA,"EMBY, izdelava, montaža, vzdrževanje elektronskih naprav in trgovina, d.o.o.",SI00751-109-2017,496.30,2017-08-23,Kolenc Igor,SI56101000032528654,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10628454,2017-07-14,11:33:34,OBČINA IZOLA,MESTNA KNJIŽNICA IZOLA - BIBLIOTECA CIVICA DI ISOLA,SI002-506-20176,6847.27,2017-08-31,Kolenc Igor,SI56012406030370944,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10628567,2017-07-14,11:35:47,OBČINA IZOLA,"COMUNITA' AUTOGESTITA DELLA NAZIONALITA' ITALIANA DI ISOLA, ITALIJANSKA SAMOUPRAVNA NARODNA SKUPNOST-IZOLA",SI0022-0000212,100.00,2017-08-24,Kolenc Igor,SI56012406490184797,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10629628,2017-07-14,12:51:03,OBČINA IZOLA,Rdeči križ Slovenije – Območno združenje Izola Croce rossa della Slovenia – Associazione territoriale di Isola,SI002017-131,1692.00,2017-08-22,Kolenc Igor,SI56101000029190108,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10630266,2017-07-14,12:56:22,OBČINA IZOLA,Rdeči križ Slovenije – Območno združenje Izola Croce rossa della Slovenia – Associazione territoriale di Isola,SI002017-130,2369.80,2017-08-22,Kolenc Igor,SI56101000029190108,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10630884,2017-07-14,13:38:30,OBČINA IZOLA,DRUŠTVO UPOKOJENCEV JAGODJE-DOBRAVA,SI003-17,782.89,2017-08-22,Kolenc Igor,SI56101000035517418,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10630909,2017-07-14,13:43:36,OBČINA IZOLA,Galeb upravljanje - Podjetje za upravljanje z nepremičninami d.o.o.,SI120024100004168,6.22,2017-08-23,Kolenc Igor,SI56610000004635977,HDELSI22XXX,SI56012400100006381,BSLJSI2XXXX
10631393,2017-07-14,14:15:33,OBČINA IZOLA,"""FEROKOR"" KLJUČAVNIČARSTVO RAJKO KOREN S.P.",SI121731001803002,174.00,,Kolenc Igor,SI56101000035450294,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10632088,2017-07-14,15:13:50,OBČINA IZOLA,OSNOVNA ŠOLA VOJKE ŠMUC IZOLA SCUOLA ELEMENTARE VOJKA ŠMUC ISOLA,SI120002730000011,5748.31,,Kolenc Igor,SI56012406030653796,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10632441,2017-07-14,15:39:48,OBČINA IZOLA,"DP MORGAN, proizvodnja in trgovina d.o.o.",SI121739000381004,457.50,,Kolenc Igor,SI56029450260965437,LJBASI2XXXX,SI56012400100006381,BSLJSI2XXXX
10633624,2017-07-14,17:09:03,OBČINA IZOLA,"DOM KOPER, Podjetje za inženiring in poslovanje z nepremičninami d.o.o.",SI120003857417072,100.07,2017-08-25,Kolenc Igor,SI56101000032667655,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10633670,2017-07-14,17:09:09,OBČINA IZOLA,"AMTC tehnični pregledi, prodaja in servisiranje d.o.o. Izola",SI00173021-00486,24.90,2017-08-23,Kolenc Igor,SI56330000000422620,HAABSI22XXX,SI56012400100006381,BSLJSI2XXXX
10636842,2017-07-16,22:17:59,OBČINA IZOLA,"Ubar, računovodstvo in računalništvo, Marko Povše s.p.",SI0039-2017,20.00,2017-08-25,Kolenc Igor,SI56051008012764707,ABANSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10637852,2017-07-17,08:25:23,OBČINA IZOLA,SREDNJA ŠOLA IZOLA - SCUOLA MEDIA ISOLA,SI0031-2017,445.70,2017-08-25,Kolenc Igor,SI56011006000041248,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10638945,2017-07-17,09:57:25,OBČINA IZOLA,"COMUNITA' AUTOGESTITA DELLA NAZIONALITA' ITALIANA DI ISOLA, ITALIJANSKA SAMOUPRAVNA NARODNA SKUPNOST-IZOLA",SI0034-0000212,24958.39,2017-08-24,Kolenc Igor,SI56012406490184797,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10639018,2017-07-17,09:59:48,OBČINA IZOLA,KRAJEVNA SKUPNOST KORTE,SI0017-0037-000001,85.30,2017-08-25,Kolenc Igor,SI56012406450801730,BSLJSI2XXXX,SI56012400100006381,BSLJSI2XXXX
10639228,2017-07-17,10:19:23,OBČINA IZOLA,NANA POVŠIČ RUŽIĆ - NOTARKA,,34.16,,Kolenc Igor,SI56101000043420881,BAKOSI2XXXX,SI56012400100006381,BSLJSI2XXXX
